"iso3","count_respondents","scope","gender","quintile","indicator","value"
"GTM",1491,"country","all","total","ou_delivered",0.849540465745465
"GTM",1491,"country","all","total","ou_distr",69.5774099580126
"GTM",1491,"country","all","total","ou_impspring",4.00057665347146
"GTM",1491,"country","all","total","ou_impwell",16.1707283529556
"GTM",1491,"country","all","total","ou_other",2.53723248606324
"GTM",1491,"country","all","total","ou_publictap",0.921047616723257
"GTM",1491,"country","all","total","ou_rain",1.198762005803
"GTM",1491,"country","all","total","ou_unimproved",4.41656507383076
"GTM",1491,"country","all","total","san_ecolatrine",2.11526583176182
"GTM",1491,"country","all","total","san_exclusive",91.0683922149929
"GTM",1491,"country","all","total","san_implatrine",5.03363912239967
"GTM",1491,"country","all","total","san_other",2.46788227883337
"GTM",1491,"country","all","total","san_septic",25.9926381047096
"GTM",1491,"country","all","total","san_sewer",56.8669961496676
"GTM",1491,"country","all","total","san_unimp",3.51937507302646
"GTM",1491,"country","all","total","improved_w_access",91.4070037504254
"GTM",1491,"country","all","total","water_daily",48.9482581362794
"GTM",1491,"country","all","total","w_dist_treatment",33.5042833023619
"GTM",1491,"country","all","total","w_treatment",79.1193445800792
"GTM",1491,"country","all","total","reason_w_treatment_taste",0.549980563318149
"GTM",1491,"country","all","total","reason_w_treatment_color",0.0926699572027226
"GTM",1491,"country","all","total","reason_w_treatment_quality",44.2126212106652
"GTM",1491,"country","all","total","reason_w_treatment_continuity",0.236826597345041
"GTM",1491,"country","all","total","we_piped_water",1087.18311923917
"GTM",1491,"country","all","total","we_bottled",1406.13611270554
"GTM",1491,"country","all","total","we_trucked",3184.4973207813
"GTM",1491,"country","all","total","satisfied_service",0
"GTM",1491,"country","all","total","unsatisfied_service",0
"GTM",1491,"country","all","total","improved_san",90.0085392085387
"GTM",1491,"country","all","total","no_san_access",4.00420343960142
"GTM",1491,"country","all","total","open_def",1.96512993828427
"GTM",1491,"country","all","total","sewage_treated",6.16153981009573
"GTM",1491,"country","all","total","sewage_contaminates",9.45768944312847
"GUY",1400,"country","all","total","twe_usd_pc",6.07983421849894
"GUY",1400,"country","all","total","twe_usd",21.109258382183
"GUY",1400,"country","all","total","access_water_piped_home",12.6196136423639
"GUY",1400,"country","all","total","access_water_piped_plot",4.45964724187201
"GUY",1400,"country","all","total","water_on_premises",2.73550448613924
"GUY",1400,"country","all","total","water_distr",69.3658852169522
"GUY",1400,"country","all","total","consume_distr",17.0792608842359
"GUY",1400,"country","all","total","consume_other",6.4324704678038
"GUY",1400,"country","all","total","consume_bottled",57.5255556169017
"GUY",1400,"country","all","total","consume_delivered",1.39918963740095
"GUY",1400,"country","all","total","consume_impspring",0.118908422404642
"GUY",1400,"country","all","total","consume_impwell",0.752778682525851
"GUY",1400,"country","all","total","consume_publictap",0.12686749449447
"GUY",1400,"country","all","total","consume_rain",15.2907494343287
"GUY",1400,"country","all","total","consume_unimproved",1.27421935990399
"GUY",1400,"country","all","total","ou_bottled",0.555633963428473
"GUY",1400,"country","all","total","ou_delivered",0
"GUY",1400,"country","all","total","ou_distr",73.0872082296591
"GUY",1400,"country","all","total","ou_impspring",0.334506007565934
"GUY",1400,"country","all","total","ou_impwell",0.803224435342758
"GUY",1400,"country","all","total","ou_other",11.8677170872499
"GUY",1400,"country","all","total","ou_publictap",0.327276655899135
"GUY",1400,"country","all","total","ou_rain",10.6510682367468
"GUY",1400,"country","all","total","ou_unimproved",2.3733653841079
